2025-11-02 14:19:16 | demo_logger | DEBUG | <module>:23 | This is a DEBUG message (shows in file only by default)
2025-11-02 16:18:07 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.12%)
2025-11-02 16:18:08 | api | INFO | analyze_text:244 | Analysis complete: language=tel, sentiment=positive
2025-11-02 16:18:12 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=16
2025-11-02 16:18:12 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Tu Khup chukicha...'
2025-11-02 16:18:12 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:12 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:12 | preprocessing | INFO | detect_language:698 | Language detected: swh (confidence=0.91, method=glotlid)
2025-11-02 16:18:12 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_3_latin_a5f46ff0 (conf: 0.91)
2025-11-02 16:18:12 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (35.50%) using XLM-RoBERTa
2025-11-02 16:18:12 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (3.91%)
2025-11-02 16:18:13 | api | INFO | analyze_text:244 | Analysis complete: language=swh, sentiment=negative
2025-11-02 16:18:15 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:15 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:17 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=24
2025-11-02 16:18:17 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Mala tumchi aathavan ahe...'
2025-11-02 16:18:17 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:17 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:17 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:18:17 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_5049da3e (conf: 1.00)
2025-11-02 16:18:17 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (35.79%) using XLM-RoBERTa
2025-11-02 16:18:17 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (5.42%)
2025-11-02 16:18:19 | api | INFO | analyze_text:244 | Analysis complete: language=mar, sentiment=negative
2025-11-02 16:18:21 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:21 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:23 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=19
2025-11-02 16:18:23 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Aaj khup garmi aahe...'
2025-11-02 16:18:23 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:23 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:23 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=0.97, method=glotlid_high_confidence)
2025-11-02 16:18:23 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_4_latin_62f96c0f (conf: 0.97)
2025-11-02 16:18:23 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (47.23%) using XLM-RoBERTa
2025-11-02 16:18:23 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (10.19%)
2025-11-02 16:18:24 | api | INFO | analyze_text:244 | Analysis complete: language=mar, sentiment=positive
2025-11-02 16:18:26 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:26 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:28 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:18:28 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Tu chup bhet, guys lets continue...'
2025-11-02 16:18:28 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:28 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:28 | preprocessing | INFO | detect_language:698 | Language detected: eng_indic_mixed (confidence=0.75, method=code_mixed_latin_dominant)
2025-11-02 16:18:28 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_6_latin_e4e52a92 (conf: 0.75)
2025-11-02 16:18:29 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (41.01%) using XLM-RoBERTa
2025-11-02 16:18:29 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.69%)
2025-11-02 16:18:30 | api | INFO | analyze_text:244 | Analysis complete: language=eng_indic_mixed, sentiment=positive
2025-11-02 16:18:32 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:32 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:34 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=39
2025-11-02 16:18:34 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Yaar aaj bohot boring hai, let's go out...'
2025-11-02 16:18:34 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:34 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:34 | preprocessing | INFO | detect_language:698 | Language detected: hi_eng_mixed (confidence=0.75, method=code_mixed_latin_dominant)
2025-11-02 16:18:34 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_8_latin_d1e2d8df (conf: 0.75)
2025-11-02 16:18:34 | inference | INFO | predict_sentiment:286 | Using IndicBERT model for language: hi
2025-11-02 16:18:34 | inference | INFO | get_indic_sentiment_model:138 | Loading IndicBERT v2 Sentiment model (first use)...
2025-11-02 16:18:37 | inference | INFO | get_indic_sentiment_model:151 | IndicBERT v2 Sentiment model loaded successfully
2025-11-02 16:18:38 | inference | INFO | predict_sentiment:314 | Sentiment prediction: negative (97.32%) using IndicBERT
2025-11-02 16:18:38 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (2.20%)
2025-11-02 16:18:39 | api | INFO | analyze_text:244 | Analysis complete: language=hi_eng_mixed, sentiment=negative
2025-11-02 16:18:41 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:41 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:42 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=24
2025-11-02 16:18:42 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Yaar, mala movie avadli!...'
2025-11-02 16:18:42 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:42 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:42 | preprocessing | INFO | detect_language:698 | Language detected: tel (confidence=0.60, method=glotlid_latin)
2025-11-02 16:18:42 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (45.18%) using XLM-RoBERTa
2025-11-02 16:18:42 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.12%)
2025-11-02 16:18:43 | api | INFO | analyze_text:244 | Analysis complete: language=tel, sentiment=positive
2025-11-02 16:18:43 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=36
2025-11-02 16:18:43 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Meeting cancel ho gayi, I'm free now...'
2025-11-02 16:18:43 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:43 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:43 | preprocessing | INFO | detect_language:698 | Language detected: eng (confidence=0.99, method=glotlid_high_confidence)
2025-11-02 16:18:43 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_7_latin_43f94966 (conf: 0.99)
2025-11-02 16:18:44 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (34.24%) using XLM-RoBERTa
2025-11-02 16:18:44 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (15.92%)
2025-11-02 16:18:45 | api | INFO | analyze_text:244 | Analysis complete: language=eng, sentiment=negative
2025-11-02 16:18:45 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=24
2025-11-02 16:18:45 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Yaar, mala movie avadli!...'
2025-11-02 16:18:45 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:45 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:45 | preprocessing | INFO | detect_language:698 | Language detected: tel (confidence=0.60, method=glotlid_latin)
2025-11-02 16:18:45 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (45.18%) using XLM-RoBERTa
2025-11-02 16:18:45 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.12%)
2025-11-02 16:18:46 | api | INFO | analyze_text:244 | Analysis complete: language=tel, sentiment=positive
2025-11-02 16:18:47 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:18:47 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:18:49 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:18:49 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'यह बहुत अच्छा है और मुझे पसंद है...'
2025-11-02 16:18:49 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:49 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:49 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:18:49 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_8_indic_17bd1b35 (conf: 1.00)
2025-11-02 16:18:49 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (87.80%) using XLM-RoBERTa
2025-11-02 16:18:49 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.04%)
2025-11-02 16:18:50 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=positive
2025-11-02 16:18:53 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:18:53 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'यह बहुत अच्छा है और मुझे पसंद है...'
2025-11-02 16:18:53 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:53 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:53 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:18:53 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (87.80%) using XLM-RoBERTa
2025-11-02 16:18:53 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.04%)
2025-11-02 16:18:54 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=positive
2025-11-02 16:18:56 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:18:56 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'यह बहुत अच्छा है और मुझे पसंद है...'
2025-11-02 16:18:56 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:18:56 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:18:56 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:18:56 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (87.80%) using XLM-RoBERTa
2025-11-02 16:18:56 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.04%)
2025-11-02 16:18:58 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=positive
2025-11-02 16:19:00 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:19:00 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'यह बहुत अच्छा है और मुझे पसंद है...'
2025-11-02 16:19:00 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:19:00 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:19:00 | adaptive_learning | INFO | check_pattern_cache:132 | Cache HIT: Using cached pattern for signature medium_8_indic_17bd1b35
2025-11-02 16:19:00 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (87.80%) using XLM-RoBERTa
2025-11-02 16:19:01 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.04%)
2025-11-02 16:19:01 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=positive
2025-11-02 16:19:04 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=33
2025-11-02 16:19:04 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'यह बहुत खराब है और मुझे नापसंद है...'
2025-11-02 16:19:04 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:19:04 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:19:04 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:19:04 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_8_indic_2e575d4e (conf: 1.00)
2025-11-02 16:19:04 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (93.18%) using XLM-RoBERTa
2025-11-02 16:19:04 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (1.60%)
2025-11-02 16:19:05 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=negative
2025-11-02 16:19:06 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=17
2025-11-02 16:19:06 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Tu kasa me sangu!...'
2025-11-02 16:19:06 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:19:06 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:19:06 | preprocessing | INFO | detect_language:698 | Language detected: twi (confidence=0.99, method=glotlid_high_confidence)
2025-11-02 16:19:06 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_4_latin_cb40af17 (conf: 0.99)
2025-11-02 16:19:06 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (58.03%) using XLM-RoBERTa
2025-11-02 16:19:06 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (92.28%)
2025-11-02 16:19:08 | api | INFO | analyze_text:244 | Analysis complete: language=twi, sentiment=negative
2025-11-02 16:19:08 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=32
2025-11-02 16:19:08 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'वह बहुत सुंदर है और सबको पसंद है...'
2025-11-02 16:19:08 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:19:08 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:19:08 | preprocessing | INFO | detect_language:698 | Language detected: hin (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:19:08 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_8_indic_d643d29f (conf: 1.00)
2025-11-02 16:19:09 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (80.58%) using XLM-RoBERTa
2025-11-02 16:19:09 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.07%)
2025-11-02 16:19:10 | api | INFO | analyze_text:244 | Analysis complete: language=hin, sentiment=positive
2025-11-02 16:19:12 | api | INFO | get_learning_stats:587 | Learning statistics requested
2025-11-02 16:19:56 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=31
2025-11-02 16:19:56 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'सूर्य उगवला म्हणून प्रकाश पसरला...'
2025-11-02 16:19:56 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:19:56 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:19:56 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:19:56 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_5_indic_22dc7e14 (conf: 1.00)
2025-11-02 16:19:56 | inference | INFO | predict_sentiment:345 | Sentiment prediction: neutral (36.84%) using XLM-RoBERTa
2025-11-02 16:19:56 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (0.10%)
2025-11-02 16:19:57 | api | INFO | analyze_text:244 | Analysis complete: language=mar, sentiment=neutral
2025-11-02 16:20:53 | api | INFO | get_learning_stats:587 | Learning statistics requested
2025-11-02 16:21:16 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=20
2025-11-02 16:21:16 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Tu kashala me sangu!...'
2025-11-02 16:21:16 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:21:16 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:21:16 | preprocessing | INFO | detect_language:698 | Language detected: ido (confidence=0.60, method=glotlid_latin)
2025-11-02 16:21:16 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_d794b952 (conf: 0.60)
2025-11-02 16:21:16 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (34.84%) using XLM-RoBERTa
2025-11-02 16:21:16 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (75.64%)
2025-11-02 16:21:18 | api | INFO | analyze_text:244 | Analysis complete: language=ido, sentiment=negative
2025-11-02 16:22:46 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=16
2025-11-02 16:22:46 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Tu Khup chukicha...'
2025-11-02 16:22:46 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:22:46 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:22:46 | preprocessing | INFO | detect_language:698 | Language detected: swh (confidence=0.91, method=glotlid)
2025-11-02 16:22:46 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (35.50%) using XLM-RoBERTa
2025-11-02 16:22:46 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (3.91%)
2025-11-02 16:22:46 | api | INFO | analyze_text:244 | Analysis complete: language=swh, sentiment=negative
2025-11-02 16:22:48 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:22:48 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:22:50 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=24
2025-11-02 16:22:50 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Mala tumchi aathavan ahe...'
2025-11-02 16:22:50 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:22:50 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:22:50 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-02 16:22:51 | inference | INFO | predict_sentiment:345 | Sentiment prediction: negative (35.79%) using XLM-RoBERTa
2025-11-02 16:22:51 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (5.42%)
2025-11-02 16:22:52 | api | INFO | analyze_text:244 | Analysis complete: language=mar, sentiment=negative
2025-11-02 16:22:54 | api | INFO | submit_user_feedback:510 | User feedback received from test_user
2025-11-02 16:22:54 | api | ERROR | submit_user_feedback:539 | Error recording user feedback: record_user_feedback() got an unexpected keyword argument 'detected_language'
2025-11-02 16:22:56 | api | INFO | analyze_text:232 | Comprehensive analysis request: text_length=19
2025-11-02 16:22:56 | main | INFO | analyze_text_comprehensive:38 | Starting comprehensive analysis for text: 'Aaj khup garmi aahe...'
2025-11-02 16:22:56 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-02 16:22:56 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-02 16:22:56 | preprocessing | INFO | detect_language:698 | Language detected: mar (confidence=0.97, method=glotlid_high_confidence)
2025-11-02 16:22:57 | inference | INFO | predict_sentiment:345 | Sentiment prediction: positive (47.23%) using XLM-RoBERTa
2025-11-02 16:22:57 | inference | INFO | predict_toxicity:391 | Toxicity prediction: max=toxic (10.19%)
2025-11-02 16:22:57 | api | INFO | analyze_text:244 | Analysis complete: language=mar, sentiment=positive
2025-11-02 16:23:01 | api | INFO | shutdown_event:654 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:23:01 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:23:15 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:23:15 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:23:16 | adaptive_learning | INFO | _load_data:364 | Loaded 13 cached patterns
2025-11-02 16:23:16 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:23:16 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:23:16 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:23:16 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:23:16 | api | INFO | startup_event:643 | ================================================================================
2025-11-02 16:23:16 | api | INFO | startup_event:644 | Multilingual NLP Analysis API Starting...
2025-11-02 16:23:16 | api | INFO | startup_event:645 | Version: 1.0.0
2025-11-02 16:23:16 | api | INFO | startup_event:646 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:23:16 | api | INFO | startup_event:647 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:23:16 | api | INFO | startup_event:648 | ================================================================================
2025-11-02 16:23:22 | api | INFO | shutdown_event:654 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:23:22 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:23:31 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:23:31 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:23:32 | adaptive_learning | INFO | _load_data:364 | Loaded 13 cached patterns
2025-11-02 16:23:32 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:23:32 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:23:32 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:23:32 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:23:32 | api | INFO | startup_event:643 | ================================================================================
2025-11-02 16:23:32 | api | INFO | startup_event:644 | Multilingual NLP Analysis API Starting...
2025-11-02 16:23:32 | api | INFO | startup_event:645 | Version: 1.0.0
2025-11-02 16:23:32 | api | INFO | startup_event:646 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:23:32 | api | INFO | startup_event:647 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:23:32 | api | INFO | startup_event:648 | ================================================================================
2025-11-02 16:23:33 | api | INFO | shutdown_event:654 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:23:33 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:23:56 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:23:56 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:23:57 | adaptive_learning | INFO | _load_data:364 | Loaded 13 cached patterns
2025-11-02 16:23:57 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:23:57 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:23:57 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:23:57 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:23:57 | api | INFO | startup_event:645 | ================================================================================
2025-11-02 16:23:57 | api | INFO | startup_event:646 | Multilingual NLP Analysis API Starting...
2025-11-02 16:23:57 | api | INFO | startup_event:647 | Version: 1.0.0
2025-11-02 16:23:57 | api | INFO | startup_event:648 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-02 16:23:57 | api | INFO | startup_event:649 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-02 16:23:57 | api | INFO | startup_event:650 | ================================================================================
2025-11-02 16:24:03 | api | INFO | shutdown_event:656 | Multilingual NLP Analysis API Shutting Down...
2025-11-02 16:24:03 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-02 16:24:28 | inference | INFO | <module>:24 | Device: CPU
2025-11-02 16:24:28 | inference | INFO | <module>:30 | Running on CPU (GPU not available)
2025-11-02 16:24:29 | adaptive_learning | INFO | _load_data:364 | Loaded 13 cached patterns
2025-11-02 16:24:29 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-02 16:24:29 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-02 16:24:29 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-02 16:24:29 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-02 16:24:29 | api | INFO | startup_event:742 | ================================================================================
2025-11-02 16:24:29 | api | INFO | startup_event:743 | Multilingual NLP Analysis API Starting...
